# time (ns)  RMSD_mdmat_previous RMSD_mdmat_total
   0.0010    0.0334    0.0334
   0.0020    0.0338    0.0355
   0.0030    0.0323    0.0366
   0.0040    0.0325    0.0354
   0.0050    0.0304    0.0350
   0.0060    0.0333    0.0357
   0.0070    0.0344    0.0428
   0.0080    0.0346    0.0376
   0.0090    0.0310    0.0373
   0.0100    0.0325    0.0401
   0.0110    0.0348    0.0416
   0.0120    0.0327    0.0413
   0.0130    0.0355    0.0426
   0.0140    0.0351    0.0405
   0.0150    0.0318    0.0398
   0.0160    0.0304    0.0395
   0.0170    0.0349    0.0394
   0.0180    0.0337    0.0417
   0.0190    0.0324    0.0392
   0.0200    0.0314    0.0402
   0.0210    0.0345    0.0413
   0.0220    0.0314    0.0431
   0.0230    0.0290    0.0457
   0.0240    0.0326    0.0463
   0.0250    0.0299    0.0469
   0.0260    0.0419    0.0519
   0.0270    0.0325    0.0529
   0.0280    0.0275    0.0508
   0.0290    0.0327    0.0498
   0.0300    0.0332    0.0511
   0.0310    0.0348    0.0558
   0.0320    0.0374    0.0496
   0.0330    0.0364    0.0466
   0.0340    0.0353    0.0510
   0.0350    0.0344    0.0505
   0.0360    0.0323    0.0509
   0.0370    0.0357    0.0534
   0.0380    0.0357    0.0511
   0.0390    0.0344    0.0491
   0.0400    0.0302    0.0485
   0.0410    0.0351    0.0482
   0.0420    0.0361    0.0504
   0.0430    0.0324    0.0514
   0.0440    0.0336    0.0500
   0.0450    0.0340    0.0514
   0.0460    0.0320    0.0488
   0.0470    0.0301    0.0511
   0.0480    0.0329    0.0507
   0.0490    0.0325    0.0544
   0.0500    0.0314    0.0539
   0.0510    0.0331    0.0520
   0.0520    0.0362    0.0567
   0.0530    0.0321    0.0532
   0.0540    0.0367    0.0540
   0.0550    0.0338    0.0549
   0.0560    0.0320    0.0539
   0.0570    0.0337    0.0580
   0.0580    0.0302    0.0574
   0.0590    0.0339    0.0554
   0.0600    0.0322    0.0534
   0.0610    0.0306    0.0521
   0.0620    0.0335    0.0531
   0.0630    0.0307    0.0543
   0.0640    0.0341    0.0575
   0.0650    0.0351    0.0604
   0.0660    0.0398    0.0537
   0.0670    0.0350    0.0548
   0.0680    0.0360    0.0511
   0.0690    0.0314    0.0534
   0.0700    0.0329    0.0504
   0.0710    0.0323    0.0516
   0.0720    0.0324    0.0511
   0.0730    0.0316    0.0507
   0.0740    0.0331    0.0554
   0.0750    0.0338    0.0520
   0.0760    0.0325    0.0524
   0.0770    0.0328    0.0522
   0.0780    0.0326    0.0504
   0.0790    0.0297    0.0518
   0.0800    0.0343    0.0493
   0.0810    0.0309    0.0512
   0.0820    0.0304    0.0514
   0.0830    0.0306    0.0516
   0.0840    0.0321    0.0516
   0.0850    0.0319    0.0489
   0.0860    0.0322    0.0523
   0.0870    0.0332    0.0505
   0.0880    0.0333    0.0557
   0.0890    0.0325    0.0541
   0.0900    0.0335    0.0521
   0.0910    0.0326    0.0518
   0.0920    0.0366    0.0546
   0.0930    0.0375    0.0539
   0.0940    0.0348    0.0507
   0.0950    0.0343    0.0488
   0.0960    0.0348    0.0511
   0.0970    0.0332    0.0510
   0.0980    0.0332    0.0498
   0.0990    0.0317    0.0543
   0.1000    0.0321    0.0517
   0.1010    0.0302    0.0522
   0.1020    0.0317    0.0517
   0.1030    0.0309    0.0523
   0.1040    0.0319    0.0514
   0.1050    0.0323    0.0503
   0.1060    0.0311    0.0510
   0.1070    0.0314    0.0504
   0.1080    0.0336    0.0543
   0.1090    0.0323    0.0552
   0.1100    0.0291    0.0559
   0.1110    0.0330    0.0577
   0.1120    0.0357    0.0558
   0.1130    0.0313    0.0554
   0.1140    0.0298    0.0582
   0.1150    0.0359    0.0533
   0.1160    0.0318    0.0540
   0.1170    0.0339    0.0535
   0.1180    0.0331    0.0531
   0.1190    0.0300    0.0540
   0.1200    0.0305    0.0556
   0.1210    0.0320    0.0544
   0.1220    0.0314    0.0545
   0.1230    0.0320    0.0540
   0.1240    0.0290    0.0542
   0.1250    0.0328    0.0560
   0.1260    0.0351    0.0566
   0.1270    0.0328    0.0556
   0.1280    0.0320    0.0544
   0.1290    0.0350    0.0578
   0.1300    0.0320    0.0558
   0.1310    0.0304    0.0584
   0.1320    0.0366    0.0553
   0.1330    0.0302    0.0553
   0.1340    0.0343    0.0574
   0.1350    0.0338    0.0581
   0.1360    0.0325    0.0589
   0.1370    0.0341    0.0598
   0.1380    0.0288    0.0593
   0.1390    0.0325    0.0580
   0.1400    0.0310    0.0570
   0.1410    0.0320    0.0561
   0.1420    0.0316    0.0574
   0.1430    0.0326    0.0596
   0.1440    0.0322    0.0600
   0.1450    0.0319    0.0587
   0.1460    0.0322    0.0595
   0.1470    0.0337    0.0594
   0.1480    0.0336    0.0597
   0.1490    0.0322    0.0575
   0.1500    0.0324    0.0601
   0.1510    0.0305    0.0604
   0.1520    0.0303    0.0614
   0.1530    0.0319    0.0608
   0.1540    0.0347    0.0620
   0.1550    0.0320    0.0589
   0.1560    0.0322    0.0616
   0.1570    0.0296    0.0591
   0.1580    0.0297    0.0603
   0.1590    0.0314    0.0618
